name,label,function_scope_level,branch_scope_level,loop_scope_level,parameter_block_presence,pipeline_usage_level,decode_activity_profile,network_command_profile,task_registry_profile,credential_runtime_profile,structure_rhythm_profile,layout_variation_profile,identifier_variation_profile,content_encoding_profile,command_surface_profile,extension_import_profile
data_061808.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,1,2,0
data_047891.ps1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0
data_045489.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_066898.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,1,2,0
data_020322.ps1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,2,0
data_067628.ps1,2,1,1,1,1,1,1,1,0,2,2,0,2,2,2,0
data_016116.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,0,2,0
data_049819.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_061659.ps1,2,1,1,1,1,1,0,0,0,1,2,0,0,1,2,0
data_020715.ps1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0
data_064993.ps1,2,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0
data_046054.ps1,1,0,0,1,0,1,0,0,0,1,1,0,2,2,2,0
data_019653.ps1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,2,0
data_015818.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,1,2,0
data_052137.ps1,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0
data_052163.ps1,1,1,1,0,1,1,0,0,0,1,2,0,1,2,2,1
data_021356.ps1,0,0,1,1,0,1,0,0,0,0,2,0,1,1,2,0
data_016059.ps1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,2,0
data_014628.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,1
data_017025.ps1,0,1,1,1,1,0,0,0,0,1,2,0,2,1,2,0
data_019739.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_028023.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_028921.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0
data_050822.ps1,1,1,1,1,1,1,0,0,1,1,2,0,2,2,2,0
data_058535.ps1,2,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_060680.ps1,2,1,1,1,1,1,1,0,0,0,2,0,0,2,2,0
data_067075.ps1,2,0,0,0,1,1,0,0,0,0,0,0,2,1,2,0
data_042484.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_062333.ps1,2,1,1,1,1,1,0,0,0,1,2,0,1,1,2,0
data_030157.ps1,0,0,1,1,0,1,0,0,0,0,2,0,2,1,2,1
data_023758.ps1,0,1,1,1,1,0,0,0,0,0,2,0,0,1,2,0
data_067401.ps1,2,1,0,1,1,1,0,0,0,0,2,0,0,1,2,0
data_027656.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
data_040572.ps1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
data_050020.ps1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
data_048400.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_040911.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_041299.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_063653.ps1,2,0,1,1,0,1,0,0,1,0,2,0,2,1,2,0
data_021479.ps1,0,1,1,0,1,1,0,0,0,0,2,0,1,1,2,1
data_047533.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,2,2,0
data_028766.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_057367.ps1,2,1,1,1,1,1,0,0,0,0,2,0,1,1,2,1
data_047499.ps1,1,0,0,1,0,1,0,0,0,1,1,0,2,2,2,0
data_041890.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_035216.ps1,0,1,0,1,1,1,0,0,0,0,2,0,2,1,2,0
data_028806.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_063548.ps1,2,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_024439.ps1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0
data_050487.ps1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,2,0
data_049268.ps1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
data_015792.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,2,0
data_046171.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0
data_030797.ps1,0,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_061700.ps1,2,1,1,1,1,1,0,0,0,0,2,0,1,2,2,1
data_062539.ps1,2,1,0,1,0,1,0,0,0,0,2,0,0,2,2,0
data_044921.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_021134.ps1,0,0,1,1,0,1,0,0,0,0,2,0,2,1,2,0
data_063515.ps1,2,0,1,1,0,1,0,0,0,0,2,0,0,2,2,0
data_041397.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0
data_026630.ps1,0,1,0,0,1,1,0,0,1,0,1,0,2,1,2,0
data_031639.ps1,0,1,0,0,0,1,0,0,0,0,1,0,2,0,2,0
data_063974.ps1,2,1,1,1,1,0,0,0,0,0,2,0,1,1,2,0
data_032552.ps1,0,1,1,0,0,1,0,0,0,0,2,0,1,1,2,0
data_051295.ps1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0
data_064138.ps1,2,1,1,1,1,1,1,0,1,0,2,0,1,2,2,1
data_018969.ps1,0,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_064748.ps1,2,0,0,1,0,1,0,0,0,0,1,0,0,2,2,0
data_041447.ps1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
data_044478.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_059855.ps1,2,1,1,1,0,1,0,0,0,1,2,0,1,2,2,1
data_041765.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_063317.ps1,2,1,0,0,1,1,0,0,0,0,1,0,2,1,2,0
data_056848.ps1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_016004.ps1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0
data_019525.ps1,0,1,1,1,1,1,0,1,1,2,2,0,1,2,2,0
data_060532.ps1,2,1,0,0,0,1,0,0,0,1,1,0,1,1,2,0
data_045744.ps1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0
data_030188.ps1,0,0,1,1,0,1,0,0,0,0,2,0,1,0,2,0
data_067663.ps1,2,1,1,1,1,1,0,0,2,1,2,0,1,2,2,0
data_032478.ps1,0,1,0,0,1,1,0,0,0,1,1,0,0,2,2,0
data_025487.ps1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0
data_034355.ps1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0
data_058581.ps1,2,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0
data_025275.ps1,0,1,0,1,1,1,0,0,0,0,2,0,1,2,2,1
data_065675.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_023312.ps1,0,1,1,0,1,1,0,0,0,0,2,0,1,0,2,0
data_020978.ps1,0,1,1,1,0,0,0,0,0,0,2,0,1,1,1,0
data_066974.ps1,2,1,0,1,0,1,0,0,0,1,2,0,0,1,2,0
data_021321.ps1,0,1,0,1,0,1,1,0,0,1,2,0,2,1,2,1
data_037287.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_063176.ps1,2,1,1,0,1,1,0,1,0,2,2,0,1,1,2,0
data_027728.ps1,0,1,1,1,1,1,0,0,0,1,2,0,2,2,2,0
data_024506.ps1,0,0,1,1,0,1,0,0,0,1,2,0,1,1,2,0
data_021040.ps1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0
data_058647.ps1,2,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_035197.ps1,0,1,1,0,1,1,0,0,0,1,2,0,1,2,2,0
data_021861.ps1,0,1,0,0,1,1,0,0,0,0,1,0,2,0,2,0
data_063804.ps1,2,1,1,1,0,1,0,0,0,1,2,0,0,2,2,0
data_063282.ps1,2,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0
data_034063.ps1,0,1,1,1,1,1,0,1,1,1,2,0,1,2,2,1
data_067759.ps1,2,1,1,0,1,1,0,0,0,1,2,0,2,2,2,0
data_015281.ps1,0,1,1,1,1,1,1,1,1,2,2,0,1,2,2,1
data_030662.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,1,2,0
data_045050.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_046175.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_024189.ps1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0
data_014914.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,0,2,0
data_046994.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_031795.ps1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
data_047016.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_026440.ps1,0,1,1,1,0,1,0,0,0,0,2,0,1,2,2,0
data_022557.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,1,2,0
data_059304.ps1,2,1,1,1,0,0,1,0,0,1,2,0,0,2,1,0
data_017085.ps1,0,1,1,1,1,0,0,0,0,1,2,0,2,1,2,0
data_042174.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,2,2,0
data_049645.ps1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0
data_035268.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_066931.ps1,2,0,0,1,0,1,0,0,0,0,1,0,0,2,2,0
data_014898.ps1,0,1,1,1,1,0,0,0,0,0,2,0,1,0,2,0
data_048311.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_016441.ps1,0,0,0,1,1,1,0,0,0,0,1,0,2,2,2,0
data_060690.ps1,2,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_017000.ps1,0,1,1,1,1,1,0,0,0,1,2,0,2,2,2,1
data_030621.ps1,0,1,1,1,1,0,0,0,0,0,2,0,1,2,2,0
data_036846.ps1,0,0,1,0,1,1,0,0,0,0,1,0,2,1,2,0
data_067259.ps1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0
data_016360.ps1,0,0,1,0,1,0,0,0,0,0,1,0,2,1,2,1
data_063528.ps1,2,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0
data_050779.ps1,1,1,1,0,1,0,0,0,0,0,2,0,2,1,2,0
data_045462.ps1,1,1,1,1,0,0,0,0,2,1,2,0,2,2,1,0
data_017222.ps1,0,0,1,0,1,1,0,0,0,0,1,0,2,1,2,1
data_064689.ps1,2,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_016954.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,1
data_023654.ps1,0,1,1,1,1,1,0,0,0,1,2,0,2,1,2,0
data_031051.ps1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0
data_067691.ps1,2,1,1,1,1,1,1,0,2,1,2,0,2,2,2,0
data_019504.ps1,0,1,1,1,1,1,0,0,0,1,2,0,0,2,2,1
data_066578.ps1,2,1,0,1,0,1,0,0,0,1,2,0,1,2,2,0
data_023621.ps1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,2,0
data_026457.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0
data_045971.ps1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0
data_020202.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,1
data_025449.ps1,0,1,1,1,0,1,0,0,0,1,2,0,1,2,2,0
data_022582.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,2,2,0
data_045831.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0
data_047959.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_019874.ps1,0,0,0,1,0,1,0,0,0,1,1,0,2,0,2,0
data_066351.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_021515.ps1,0,0,1,1,0,1,0,0,0,0,2,0,1,1,2,0
data_024949.ps1,0,1,1,1,0,1,0,0,0,0,2,0,1,1,2,1
data_015012.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,1,2,0
data_029211.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,2,2,0
data_020366.ps1,0,0,1,0,1,1,0,0,0,0,1,0,1,2,2,1
data_015122.ps1,0,1,1,0,1,1,0,0,0,0,2,0,1,1,2,1
data_017840.ps1,0,1,1,0,1,1,0,0,0,1,2,0,1,2,2,0
data_045568.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_034222.ps1,0,1,0,0,0,1,1,0,0,1,1,0,2,2,2,0
data_047968.ps1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
data_051509.ps1,1,0,1,1,1,1,0,0,0,0,2,0,1,0,2,0
data_019215.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_018086.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,1,2,1
data_024279.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_056640.ps1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
data_065419.ps1,2,0,0,1,0,1,0,0,0,1,1,0,0,2,2,0
data_063562.ps1,2,1,1,0,1,1,0,0,0,1,2,0,1,2,2,0
data_066994.ps1,2,0,1,1,1,1,0,0,0,1,2,0,0,2,2,0
data_044207.ps1,1,0,1,1,0,0,1,0,0,0,2,1,0,1,1,0
data_060358.ps1,2,1,1,1,1,1,0,0,0,1,2,0,2,2,2,0
data_045841.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_031831.ps1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
data_025671.ps1,0,0,1,1,1,0,0,0,0,0,2,0,2,1,2,0
data_021055.ps1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0
data_060729.ps1,2,0,1,1,1,1,0,0,0,1,2,0,2,1,2,0
data_046202.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0
data_041696.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_051305.ps1,1,1,1,0,1,0,0,0,0,1,2,0,2,1,2,0
data_046728.ps1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0
data_059960.ps1,2,1,1,1,0,0,0,0,0,0,2,0,0,2,1,0
data_028874.ps1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0
data_066559.ps1,2,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0
data_052313.ps1,1,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0
data_017418.ps1,0,1,1,0,1,1,0,0,0,1,2,0,1,2,2,0
data_026422.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0
data_029518.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,1,2,0
data_066148.ps1,2,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_018168.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_035221.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,2,2,0
data_034919.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,2,2,0
data_062032.ps1,2,1,1,1,1,0,0,0,0,0,2,0,0,2,2,0
data_060367.ps1,2,0,0,0,0,1,0,0,0,1,0,0,2,2,2,0
data_018064.ps1,0,1,1,0,1,0,0,0,0,0,2,0,1,1,2,1
data_051157.ps1,1,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_024504.ps1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
data_015941.ps1,0,1,1,1,1,1,0,0,0,0,2,0,0,1,2,0
data_064000.ps1,2,1,0,0,1,1,0,0,0,1,1,0,0,2,2,0
data_025597.ps1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0
data_044455.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_040347.ps1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
data_030398.ps1,0,0,1,1,0,1,0,0,0,0,2,0,1,1,2,0
data_015876.ps1,0,1,1,1,1,0,0,0,0,0,2,0,2,0,2,0
data_024252.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,1
data_067479.ps1,2,1,1,1,1,1,1,0,0,1,2,0,1,2,2,0
data_017150.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_033358.ps1,0,1,1,0,1,1,0,0,0,0,2,0,1,2,2,0
data_018622.ps1,0,1,1,1,1,1,0,0,2,1,2,0,1,1,2,1
data_026233.ps1,0,1,1,1,1,1,0,0,0,1,2,0,2,1,2,0
data_040495.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,2,2,0
data_060831.ps1,2,0,1,1,0,1,0,0,1,0,2,0,2,1,2,0
data_020808.ps1,0,1,1,1,0,1,0,0,1,1,2,0,2,2,2,0
data_025852.ps1,0,0,1,1,1,1,0,0,1,0,2,0,1,1,2,0
data_028165.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_027539.ps1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,0
data_033910.ps1,0,1,1,0,0,0,0,0,0,1,2,0,1,2,1,0
data_030701.ps1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0
data_036167.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,2,2,0
data_062820.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_061799.ps1,2,1,0,1,1,1,0,0,0,1,2,0,2,0,2,0
data_064308.ps1,2,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_030190.ps1,0,0,1,1,0,1,0,0,0,0,2,0,2,0,2,0
data_033242.ps1,0,1,0,1,1,1,0,0,0,0,2,0,2,1,2,0
data_067650.ps1,2,1,1,1,1,1,1,0,0,1,2,0,2,2,2,0
data_021266.ps1,0,1,0,0,0,0,0,0,1,0,1,0,1,2,1,0
data_024604.ps1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0
data_063542.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_029750.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_020759.ps1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0
data_019086.ps1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0
data_056473.ps1,2,1,1,1,1,1,0,1,0,1,2,0,1,1,2,1
data_064391.ps1,2,1,0,1,1,1,0,0,0,0,2,0,1,1,2,0
data_028339.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_023242.ps1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0
data_068032.ps1,2,1,0,0,1,1,1,0,0,1,1,0,1,1,2,0
data_035816.ps1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0
data_060453.ps1,2,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0
data_046712.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0
data_058864.ps1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0
data_014625.ps1,0,1,1,1,1,1,0,0,0,1,2,0,2,2,2,1
data_022530.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0
data_026290.ps1,0,1,0,1,1,0,0,0,0,1,2,0,2,1,2,0
data_041493.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_049890.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_019377.ps1,0,0,1,0,1,1,0,0,0,0,1,0,2,2,2,0
data_014484.ps1,0,1,1,1,1,1,0,0,0,1,2,0,2,2,2,1
data_060814.ps1,2,1,0,1,0,1,0,0,0,1,2,0,0,2,2,0
data_021616.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,0,2,0
data_041170.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_034869.ps1,0,1,1,1,0,0,0,0,0,0,2,0,2,0,1,0
data_030421.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_015138.ps1,0,1,1,0,1,0,0,0,0,0,2,0,1,2,2,1
data_029035.ps1,0,1,1,0,1,0,0,0,0,0,2,0,1,1,2,0
data_032427.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_020420.ps1,0,0,1,1,1,1,0,1,2,2,2,0,1,2,2,0
data_063348.ps1,2,1,1,1,1,0,0,0,0,0,2,0,0,2,2,0
data_049367.ps1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0
data_037686.ps1,0,1,0,1,1,1,0,0,0,0,2,0,2,2,2,0
data_044556.ps1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0
data_045643.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_042264.ps1,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,0
data_019763.ps1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0
data_021305.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,1,2,0
data_063574.ps1,2,0,1,1,0,1,0,0,0,0,2,0,1,0,2,0
data_019676.ps1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,2,0
data_052064.ps1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,2,0
data_067214.ps1,2,1,1,1,1,1,0,0,0,1,2,0,0,2,2,0
data_017610.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_046470.ps1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
data_041968.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_064636.ps1,2,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_046957.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0
data_057031.ps1,2,1,1,1,0,1,0,0,0,1,2,0,0,1,2,0
data_064968.ps1,2,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0
data_047554.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0
data_057736.ps1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_060707.ps1,2,1,1,0,0,1,0,0,0,1,2,0,0,2,2,0
data_041932.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_041945.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_014273.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,1,2,1
data_023060.ps1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0
data_052208.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,2,2,0
data_065040.ps1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0
data_035099.ps1,0,1,1,0,1,1,0,0,0,1,2,0,1,0,2,0
data_042448.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_050649.ps1,1,0,0,0,0,0,1,0,0,0,0,1,2,2,1,0
data_060579.ps1,2,1,1,1,1,1,0,0,0,1,2,0,0,2,2,0
data_016875.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_050922.ps1,1,1,1,0,1,1,0,0,1,0,2,0,1,1,2,0
data_045580.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_014971.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,1,2,0
data_056675.ps1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,2,0
data_015536.ps1,0,1,0,1,1,0,0,0,0,0,2,0,2,1,2,0
data_059168.ps1,2,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0
data_048605.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_041281.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_043263.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_018982.ps1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,2,0
data_027203.ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
data_022279.ps1,0,1,1,0,1,1,0,0,0,0,2,0,1,1,2,0
data_036323.ps1,0,1,1,0,1,1,0,0,0,0,2,0,1,2,2,0
data_020946.ps1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0
data_015901.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,0,2,0
data_032747.ps1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,2,0
data_057591.ps1,2,1,1,0,1,1,0,1,1,1,2,0,2,2,2,1
data_035847.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0
data_041017.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_030062.ps1,0,1,1,1,1,1,0,0,0,0,2,0,0,1,2,0
data_019907.ps1,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,1
data_056947.ps1,2,1,1,1,0,0,0,0,0,1,2,0,0,2,1,0
data_017494.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_033620.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_027205.ps1,0,1,0,1,1,1,0,0,0,0,2,0,1,2,2,0
data_026048.ps1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,2,0
data_066081.ps1,2,1,0,1,1,0,0,0,0,0,2,0,1,1,2,0
data_034730.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,0,2,0
data_032906.ps1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,2,0
data_021497.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,0,2,0
data_034443.ps1,0,1,0,0,1,1,0,0,0,1,1,0,2,0,2,0
data_047376.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_067349.ps1,2,1,1,1,1,0,0,0,0,0,2,0,1,1,2,0
data_030166.ps1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
data_016757.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,1,2,1
data_026936.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_066654.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_025124.ps1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,2,0
data_022276.ps1,0,1,0,0,1,1,0,0,0,0,1,0,2,0,2,0
data_031452.ps1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
data_025321.ps1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,2,0
data_061005.ps1,2,1,1,1,1,0,0,0,0,0,2,0,1,1,2,0
data_028572.ps1,0,1,1,0,0,1,0,0,0,0,2,0,2,0,2,0
data_021918.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,2,2,0
data_050858.ps1,1,1,1,1,1,1,1,0,0,1,2,0,2,2,2,0
data_042742.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_014351.ps1,0,1,1,1,0,1,0,0,0,1,2,0,1,1,2,1
data_022901.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,1,2,0
data_061297.ps1,2,1,1,1,1,0,0,0,0,0,2,0,1,1,2,0
data_034260.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_020585.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_051465.ps1,1,1,0,1,1,0,0,0,0,0,2,0,1,0,2,0
